USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
root             1     0     115172  12744 __wait_on_buffer    0 D init
root             2     0          0      0 kthreadd            0 S [kthreadd]
root             3     2          0      0 rescuer_thread      0 I [rcu_gp]
root             4     2          0      0 rescuer_thread      0 I [rcu_par_gp]
root             5     2          0      0 worker_thread       0 I [kworker/0:0-events]
root             6     2          0      0 worker_thread       0 I [kworker/0:0H-kblockd]
root             7     2          0      0 worker_thread       0 I [kworker/u16:0-flush-252:42]
root             8     2          0      0 rescuer_thread      0 I [mm_percpu_wq]
root             9     2          0      0 smpboot_thread_fn   0 S [ksoftirqd/0]
root            10     2          0      0 rcu_gp_kthread      0 I [rcu_preempt]
root            11     2          0      0 rcu_gp_kthread      0 I [rcu_sched]
root            12     2          0      0 rcu_gp_kthread      0 I [rcu_bh]
root            13     2          0      0 smpboot_thread_fn   0 S [migration/0]
root            14     2          0      0 worker_thread       0 I [kworker/0:1-events]
root            15     2          0      0 smpboot_thread_fn   0 S [cpuhp/0]
root            16     2          0      0 smpboot_thread_fn   0 S [cpuhp/1]
root            17     2          0      0 smpboot_thread_fn   0 S [migration/1]
root            18     2          0      0 smpboot_thread_fn   0 S [ksoftirqd/1]
root            19     2          0      0 worker_thread       0 I [kworker/1:0-events]
root            20     2          0      0 worker_thread       0 I [kworker/1:0H-kblockd]
root            21     2          0      0 smpboot_thread_fn   0 S [cpuhp/2]
root            22     2          0      0 smpboot_thread_fn   0 S [migration/2]
root            23     2          0      0 smpboot_thread_fn   0 S [ksoftirqd/2]
root            24     2          0      0 worker_thread       0 I [kworker/2:0-tinno_gpio_check_wq]
root            25     2          0      0 worker_thread       0 I [kworker/2:0H-kblockd]
root            26     2          0      0 smpboot_thread_fn   0 S [cpuhp/3]
root            27     2          0      0 smpboot_thread_fn   0 S [migration/3]
root            28     2          0      0 smpboot_thread_fn   0 S [ksoftirqd/3]
root            29     2          0      0 worker_thread       0 I [kworker/3:0-events_freezable]
root            30     2          0      0 worker_thread       0 I [kworker/3:0H-kblockd]
root            31     2          0      0 smpboot_thread_fn   0 S [cpuhp/4]
root            32     2          0      0 smpboot_thread_fn   0 S [migration/4]
root            33     2          0      0 smpboot_thread_fn   0 S [ksoftirqd/4]
root            34     2          0      0 worker_thread       0 I [kworker/4:0-events]
root            35     2          0      0 worker_thread       0 I [kworker/4:0H-kblockd]
root            36     2          0      0 smpboot_thread_fn   0 S [cpuhp/5]
root            37     2          0      0 smpboot_thread_fn   0 S [migration/5]
root            38     2          0      0 smpboot_thread_fn   0 S [ksoftirqd/5]
root            39     2          0      0 worker_thread       0 I [kworker/5:0-mm_percpu_wq]
root            40     2          0      0 worker_thread       0 I [kworker/5:0H-kblockd]
root            41     2          0      0 smpboot_thread_fn   0 S [cpuhp/6]
root            42     2          0      0 smpboot_thread_fn   0 S [migration/6]
root            43     2          0      0 smpboot_thread_fn   0 S [ksoftirqd/6]
root            44     2          0      0 worker_thread       0 I [kworker/6:0-mm_percpu_wq]
root            45     2          0      0 worker_thread       0 I [kworker/6:0H-kblockd]
root            46     2          0      0 smpboot_thread_fn   0 S [cpuhp/7]
root            47     2          0      0 smpboot_thread_fn   0 S [migration/7]
root            48     2          0      0 smpboot_thread_fn   0 S [ksoftirqd/7]
root            49     2          0      0 worker_thread       0 I [kworker/7:0-mm_percpu_wq]
root            50     2          0      0 worker_thread       0 I [kworker/7:0H-kblockd]
root            51     2          0      0 rescuer_thread      0 I [netns]
root            52     2          0      0 rcu_tasks_kthread   0 S [rcu_tasks_kthre]
root            53     2          0      0 kauditd_thread      0 S [kauditd]
root            54     2          0      0 worker_thread       0 I [kworker/u17:0-fsverity_read_queue]
root            55     2          0      0 rescuer_thread      0 I [cmdq_buf_dump]
root            56     2          0      0 rescuer_thread      0 I [cmdq_timeout_ha]
root            57     2          0      0 rescuer_thread      0 I [cmdq_timeout_wq]
root            58     2          0      0 watchdog            0 S [khungtaskd]
root            59     2          0      0 oom_reaper          0 S [oom_reaper]
root            60     2          0      0 rescuer_thread      0 I [writeback]
root            61     2          0      0 kcompactd           0 S [kcompactd0]
root            62     2          0      0 rescuer_thread      0 I [crypto]
root            63     2          0      0 rescuer_thread      0 I [kblockd]
root            64     2          0      0 rescuer_thread      0 I [blk_crypto_wq]
root            65     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            66     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            67     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            68     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            69     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            70     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            71     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            72     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            73     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            74     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            75     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            76     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            77     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            78     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            79     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            80     2          0      0 rescuer_thread      0 I [cmdq_flushq]
root            81     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            82     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            83     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            84     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            85     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            86     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            87     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            88     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            89     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            90     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            91     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            92     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            93     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            94     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            95     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            96     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            97     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            98     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root            99     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           100     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           101     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           102     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           103     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           104     2          0      0 rescuer_thread      0 I [cmdq_auto_relea]
root           105     2          0      0 worker_thread       0 I [kworker/3:1-events_freezable]
root           106     2          0      0 rescuer_thread      0 I [cmdq_resource]
root           107     2          0      0 rescuer_thread      0 I [cmdq_mdp_task]
root           108     2          0      0 rescuer_thread      0 I [mt6765-SSPM_WQ]
root           109     2          0      0 rescuer_thread      0 I [sspm_ts_wq]
root           110     2          0      0 conn_md_thread      0 S [conn-md-thread]
root           111     2          0      0 0                   0 R [kworker/2:1-tinno_gpio_check_wq]
root           112     2          0      0 rescuer_thread      0 I [edac-poller]
root           113     2          0      0 rescuer_thread      0 I [devfreq_wq]
root           114     2          0      0 kthread_worker_fn   0 S [watchdogd]
root           115     2          0      0 worker_thread       0 I [kworker/5:1-mm_percpu_wq]
root           116     2          0      0 ion_heap_deferred_free 0 S [ion_system_heap]
root           118     2          0      0 ion_heap_deferred_free 0 S [ion_mm_heap]
root           120     2          0      0 ion_heap_deferred_free 0 S [ion_mm_heap_for]
root           121     2          0      0 ion_history_record  0 S [ion_history]
root           122     2          0      0 worker_thread       0 I [kworker/u16:1-events_power_efficient]
root           123     2          0      0 rescuer_thread      0 I [cfg80211]
root           124     2          0      0 worker_thread       0 I [kworker/1:1-rcu_gp]
root           145     2          0      0 kswapd              0 S [kswapd0]
root           191     2          0      0 add_hwgenerator_randomness 0 S [hwrng]
root           192     2          0      0 kthread_worker_fn   0 S [spi0]
root           193     2          0      0 kthread_worker_fn   0 S [spi1]
